nome_instancia,execucao,num_tarefas,num_maquinas,matriz_tempos,solucao,makespan,tempo,algoritmo
car1,0,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.007287872999768297,NEH
car1,1,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.006450070000028063,NEH
car1,2,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.007243994999953429,NEH
car1,3,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.008224090000112483,NEH
car1,4,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.005556261000492668,NEH
car1,5,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.006739082999956736,NEH
car1,6,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.0061034899999867775,NEH
car1,7,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.005516597999303485,NEH
car1,8,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.008320195000123931,NEH
car1,9,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.005123683000419987,NEH
car1,10,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.005679701999724784,NEH
car1,11,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.00559006399998907,NEH
car1,12,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.006695293000120728,NEH
car1,13,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.009669623999798205,NEH
car1,14,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.008571691000724968,NEH
car1,15,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.006465456999649177,NEH
car1,16,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.005871358000149485,NEH
car1,17,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.005620862999421661,NEH
car1,18,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.007056752000607958,NEH
car1,19,11,5,"[[375, 12, 142, 245, 412], [632, 452, 758, 278, 398], [12, 876, 124, 534, 765], [460, 542, 523, 120, 499], [528, 101, 789, 124, 999], [796, 245, 632, 375, 123], [532, 230, 543, 896, 452], [14, 124, 214, 543, 785], [257, 527, 753, 210, 463], [896, 896, 214, 258, 259], [532, 302, 501, 765, 988]]","[7, 0, 4, 8, 2, 10, 3, 6, 5, 1, 9]",7038.0,0.007250817000567622,NEH
car2,0,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.01264949100004742,NEH
car2,1,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.012851161000071443,NEH
car2,2,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.012275310999939393,NEH
car2,3,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.012838012999964121,NEH
car2,4,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.01218265799980145,NEH
car2,5,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.01269118799973512,NEH
car2,6,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.011691791999510315,NEH
car2,7,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.011506789000122808,NEH
car2,8,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.01119512199966266,NEH
car2,9,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.010872920000110753,NEH
car2,10,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.009026940000694594,NEH
car2,11,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.006949284000256739,NEH
car2,12,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.008471966000797693,NEH
car2,13,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.01123232800000551,NEH
car2,14,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.011075508999965678,NEH
car2,15,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.008283019999907992,NEH
car2,16,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.006928513999810093,NEH
car2,17,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.007607014999848616,NEH
car2,18,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.007027816999652714,NEH
car2,19,13,4,"[[654, 147, 345, 447], [321, 520, 789, 702], [12, 147, 630, 255], [345, 586, 214, 866], [678, 532, 275, 332], [963, 145, 302, 225], [25, 24, 142, 589], [874, 517, 24, 996], [114, 896, 520, 541], [785, 543, 336, 234], [203, 210, 699, 784], [696, 784, 855, 512], [302, 512, 221, 345]]","[6, 10, 2, 12, 3, 4, 0, 1, 8, 7, 11, 5, 9]",7376.0,0.005959520000033081,NEH
